banka_derguese,banka_pranuese,data_transaksionit,detajet_e_tjera_te_derguesit,detajet_e_tjera_te_perfituesit,id_i_llogarise_se_derguesit,id_i_llogarise_se_perfituesit,referenca_e_derguesit,shuma_e_transaksionit,tarifat_e_paleve_te_treta,valuta_e_transaksionit,transaction_type,day,month,year,dayofweek,hour,lokacioni_i_derguesit,lokacioni_i_perfituesit
Bank_5,Bank_7,2026-02-15 14:15:00,Sender details 268,Receiver details 268,SENDER_ACC_1012,RECEIVER_ACC_2011,REF_268,3546,70.92,EUR,international,15,2,2026,6,14,IT,FR
Bank_1,Bank_10,2026-02-17 08:01:00,Sender details 269,Receiver details 269,SENDER_ACC_1040,RECEIVER_ACC_2049,REF_269,6877,137.54,EUR,transfer,17,2,2026,1,8,AL,DE
Bank_3,Bank_10,2026-02-11 08:06:00,Sender details 270,Receiver details 270,SENDER_ACC_1030,RECEIVER_ACC_2057,REF_270,4672,93.44,EUR,international,11,2,2026,2,8,AL,XK
Bank_6,Bank_7,2026-02-18 16:48:00,Sender details 271,Receiver details 271,SENDER_ACC_1024,RECEIVER_ACC_2092,REF_271,5381,107.62,EUR,transfer,18,2,2026,2,16,AL,XK
Bank_2,Bank_10,2026-02-04 14:33:00,Sender details 272,Receiver details 272,SENDER_ACC_1059,RECEIVER_ACC_2017,REF_272,3618,72.36,EUR,cash,4,2,2026,2,14,DE,AL
Bank_3,Bank_4,2026-02-04 18:39:00,Sender details 273,Receiver details 273,SENDER_ACC_1062,RECEIVER_ACC_2037,REF_273,5692,113.84,EUR,transfer,4,2,2026,2,18,AL,IT
Bank_10,Bank_3,2026-02-01 15:29:00,Sender details 274,Receiver details 274,SENDER_ACC_1099,RECEIVER_ACC_2027,REF_274,6763,135.26,EUR,cash,1,2,2026,6,15,IT,XK
Bank_4,Bank_5,2026-02-21 17:43:00,Sender details 275,Receiver details 275,SENDER_ACC_1009,RECEIVER_ACC_2046,REF_275,3819,76.38,EUR,transfer,21,2,2026,5,17,AL,AL
Bank_1,Bank_3,2026-02-04 12:52:00,Sender details 276,Receiver details 276,SENDER_ACC_1017,RECEIVER_ACC_2037,REF_276,5805,116.1,EUR,transfer,4,2,2026,2,12,FR,FR
Bank_9,Bank_1,2026-02-11 12:43:00,Sender details 277,Receiver details 277,SENDER_ACC_1010,RECEIVER_ACC_2007,REF_277,2124,42.48,EUR,transfer,11,2,2026,2,12,FR,AL
Bank_1,Bank_6,2026-02-08 13:39:00,Sender details 278,Receiver details 278,SENDER_ACC_1097,RECEIVER_ACC_2095,REF_278,3665,73.3,EUR,transfer,8,2,2026,6,13,XK,AL
Bank_3,Bank_4,2026-02-14 09:45:00,Sender details 279,Receiver details 279,SENDER_ACC_1068,RECEIVER_ACC_2090,REF_279,164,3.28,EUR,transfer,14,2,2026,5,9,FR,IT
Bank_10,Bank_6,2026-02-08 13:20:00,Sender details 280,Receiver details 280,SENDER_ACC_1019,RECEIVER_ACC_2009,REF_280,6886,137.72,EUR,cash,8,2,2026,6,13,XK,AL
Bank_10,Bank_8,2026-02-07 17:46:00,Sender details 281,Receiver details 281,SENDER_ACC_1082,RECEIVER_ACC_2083,REF_281,3660,73.2,EUR,transfer,7,2,2026,5,17,XK,DE
Bank_10,Bank_5,2026-02-11 15:31:00,Sender details 282,Receiver details 282,SENDER_ACC_1020,RECEIVER_ACC_2006,REF_282,6612,132.24,EUR,cash,11,2,2026,2,15,AL,DE
Bank_8,Bank_9,2026-02-10 08:10:00,Sender details 283,Receiver details 283,SENDER_ACC_1052,RECEIVER_ACC_2040,REF_283,4305,86.1,EUR,cash,10,2,2026,1,8,FR,IT
Bank_3,Bank_8,2026-02-06 14:17:00,Sender details 284,Receiver details 284,SENDER_ACC_1096,RECEIVER_ACC_2030,REF_284,5290,105.8,EUR,international,6,2,2026,4,14,AL,DE
Bank_4,Bank_1,2026-02-03 17:00:00,Sender details 285,Receiver details 285,SENDER_ACC_1100,RECEIVER_ACC_2015,REF_285,6695,133.9,EUR,transfer,3,2,2026,1,17,FR,FR
Bank_5,Bank_5,2026-02-21 17:23:00,Sender details 286,Receiver details 286,SENDER_ACC_1087,RECEIVER_ACC_2076,REF_286,2394,47.88,EUR,international,21,2,2026,5,17,FR,IT
Bank_8,Bank_9,2026-02-13 16:39:00,Sender details 287,Receiver details 287,SENDER_ACC_1076,RECEIVER_ACC_2062,REF_287,3858,77.16,EUR,transfer,13,2,2026,4,16,DE,FR
Bank_7,Bank_2,2026-02-18 18:27:00,Sender details 288,Receiver details 288,SENDER_ACC_1075,RECEIVER_ACC_2000,REF_288,2355,47.1,EUR,international,18,2,2026,2,18,XK,DE
Bank_5,Bank_1,2026-02-21 18:56:00,Sender details 289,Receiver details 289,SENDER_ACC_1078,RECEIVER_ACC_2086,REF_289,4135,82.7,EUR,cash,21,2,2026,5,18,XK,XK
Bank_10,Bank_10,2026-02-18 18:24:00,Sender details 290,Receiver details 290,SENDER_ACC_1091,RECEIVER_ACC_2060,REF_290,2471,49.42,EUR,international,18,2,2026,2,18,IT,XK
Bank_10,Bank_10,2026-02-06 15:46:00,Sender details 291,Receiver details 291,SENDER_ACC_1079,RECEIVER_ACC_2020,REF_291,898,17.96,EUR,international,6,2,2026,4,15,AL,FR
Bank_7,Bank_4,2026-02-01 18:20:00,Sender details 292,Receiver details 292,SENDER_ACC_1078,RECEIVER_ACC_2047,REF_292,1599,31.98,EUR,cash,1,2,2026,6,18,IT,IT
Bank_5,Bank_7,2026-02-12 17:31:00,Sender details 293,Receiver details 293,SENDER_ACC_1073,RECEIVER_ACC_2015,REF_293,6104,122.08,EUR,international,12,2,2026,3,17,IT,AL
Bank_6,Bank_9,2026-02-06 15:49:00,Sender details 294,Receiver details 294,SENDER_ACC_1032,RECEIVER_ACC_2026,REF_294,902,18.04,EUR,transfer,6,2,2026,4,15,XK,IT
Bank_1,Bank_6,2026-02-01 09:39:00,Sender details 295,Receiver details 295,SENDER_ACC_1040,RECEIVER_ACC_2006,REF_295,1466,29.32,EUR,international,1,2,2026,6,9,AL,XK
Bank_1,Bank_10,2026-02-04 17:44:00,Sender details 296,Receiver details 296,SENDER_ACC_1055,RECEIVER_ACC_2078,REF_296,6291,125.82,EUR,cash,4,2,2026,2,17,XK,XK
Bank_8,Bank_7,2026-02-03 17:26:00,Sender details 297,Receiver details 297,SENDER_ACC_1063,RECEIVER_ACC_2082,REF_297,5959,119.18,EUR,international,3,2,2026,1,17,IT,AL
Bank_8,Bank_2,2026-02-07 11:58:00,Sender details 298,Receiver details 298,SENDER_ACC_1019,RECEIVER_ACC_2090,REF_298,1882,37.64,EUR,international,7,2,2026,5,11,AL,FR
Bank_2,Bank_10,2026-02-10 09:31:00,Sender details 299,Receiver details 299,SENDER_ACC_1052,RECEIVER_ACC_2017,REF_299,1171,23.42,EUR,international,10,2,2026,1,9,IT,FR
Bank_2,Bank_2,2026-02-07 15:09:00,Sender details 300,Receiver details 300,SENDER_ACC_1016,RECEIVER_ACC_2045,REF_300,6694,133.88,EUR,cash,7,2,2026,5,15,DE,XK
Bank_4,Bank_1,2026-02-18 15:54:00,Sender details 301,Receiver details 301,SENDER_ACC_1072,RECEIVER_ACC_2023,REF_301,6354,127.08,EUR,cash,18,2,2026,2,15,FR,XK
Bank_4,Bank_8,2026-02-10 13:33:00,Sender details 302,Receiver details 302,SENDER_ACC_1002,RECEIVER_ACC_2030,REF_302,3712,74.24,EUR,cash,10,2,2026,1,13,AL,XK
Bank_5,Bank_7,2026-02-01 08:33:00,Sender details 303,Receiver details 303,SENDER_ACC_1037,RECEIVER_ACC_2039,REF_303,3204,64.08,EUR,cash,1,2,2026,6,8,IT,IT
Bank_5,Bank_10,2026-02-01 14:55:00,Sender details 304,Receiver details 304,SENDER_ACC_1062,RECEIVER_ACC_2019,REF_304,2770,55.4,EUR,international,1,2,2026,6,14,XK,FR
Bank_3,Bank_6,2026-02-10 08:15:00,Sender details 305,Receiver details 305,SENDER_ACC_1000,RECEIVER_ACC_2002,REF_305,5643,112.86,EUR,transfer,10,2,2026,1,8,IT,DE
Bank_9,Bank_2,2026-02-07 14:52:00,Sender details 306,Receiver details 306,SENDER_ACC_1081,RECEIVER_ACC_2018,REF_306,2324,46.48,EUR,cash,7,2,2026,5,14,FR,IT
Bank_2,Bank_7,2026-02-03 12:36:00,Sender details 307,Receiver details 307,SENDER_ACC_1044,RECEIVER_ACC_2020,REF_307,5221,104.42,EUR,cash,3,2,2026,1,12,DE,AL
Bank_4,Bank_9,2026-02-19 13:03:00,Sender details 308,Receiver details 308,SENDER_ACC_1026,RECEIVER_ACC_2005,REF_308,4205,84.1,EUR,transfer,19,2,2026,3,13,DE,AL
Bank_9,Bank_5,2026-02-06 17:03:00,Sender details 309,Receiver details 309,SENDER_ACC_1020,RECEIVER_ACC_2095,REF_309,459,9.18,EUR,transfer,6,2,2026,4,17,XK,AL
Bank_5,Bank_1,2026-02-03 13:05:00,Sender details 310,Receiver details 310,SENDER_ACC_1056,RECEIVER_ACC_2045,REF_310,4008,80.16,EUR,international,3,2,2026,1,13,DE,FR
Bank_8,Bank_6,2026-02-12 14:11:00,Sender details 311,Receiver details 311,SENDER_ACC_1020,RECEIVER_ACC_2061,REF_311,6514,130.28,EUR,cash,12,2,2026,3,14,IT,FR
Bank_6,Bank_10,2026-02-18 12:31:00,Sender details 312,Receiver details 312,SENDER_ACC_1041,RECEIVER_ACC_2099,REF_312,2526,50.52,EUR,transfer,18,2,2026,2,12,IT,FR
Bank_6,Bank_7,2026-02-11 08:11:00,Sender details 313,Receiver details 313,SENDER_ACC_1097,RECEIVER_ACC_2025,REF_313,5095,101.9,EUR,cash,11,2,2026,2,8,XK,AL
Bank_10,Bank_4,2026-02-11 08:29:00,Sender details 314,Receiver details 314,SENDER_ACC_1073,RECEIVER_ACC_2090,REF_314,2939,58.78,EUR,international,11,2,2026,2,8,AL,IT
Bank_7,Bank_5,2026-02-12 13:45:00,Sender details 315,Receiver details 315,SENDER_ACC_1019,RECEIVER_ACC_2020,REF_315,6566,131.32,EUR,international,12,2,2026,3,13,DE,DE
Bank_1,Bank_3,2026-02-11 14:35:00,Sender details 316,Receiver details 316,SENDER_ACC_1076,RECEIVER_ACC_2024,REF_316,5589,111.78,EUR,transfer,11,2,2026,2,14,XK,FR
Bank_4,Bank_5,2026-02-16 08:56:00,Sender details 317,Receiver details 317,SENDER_ACC_1077,RECEIVER_ACC_2047,REF_317,4244,84.88,EUR,cash,16,2,2026,0,8,DE,DE
Bank_6,Bank_10,2026-02-09 15:37:00,Sender details 318,Receiver details 318,SENDER_ACC_1083,RECEIVER_ACC_2018,REF_318,3338,66.76,EUR,transfer,9,2,2026,0,15,XK,XK
Bank_8,Bank_1,2026-02-13 16:46:00,Sender details 319,Receiver details 319,SENDER_ACC_1071,RECEIVER_ACC_2085,REF_319,5555,111.1,EUR,transfer,13,2,2026,4,16,XK,AL
Bank_10,Bank_5,2026-02-10 17:25:00,Sender details 320,Receiver details 320,SENDER_ACC_1039,RECEIVER_ACC_2013,REF_320,5728,114.56,EUR,international,10,2,2026,1,17,XK,IT
Bank_7,Bank_3,2026-02-20 17:01:00,Sender details 321,Receiver details 321,SENDER_ACC_1055,RECEIVER_ACC_2081,REF_321,3213,64.26,EUR,transfer,20,2,2026,4,17,DE,XK
Bank_8,Bank_1,2026-02-01 18:18:00,Sender details 322,Receiver details 322,SENDER_ACC_1010,RECEIVER_ACC_2090,REF_322,3704,74.08,EUR,international,1,2,2026,6,18,IT,IT
Bank_9,Bank_2,2026-02-09 10:53:00,Sender details 323,Receiver details 323,SENDER_ACC_1023,RECEIVER_ACC_2017,REF_323,2861,57.22,EUR,cash,9,2,2026,0,10,AL,FR
Bank_5,Bank_5,2026-02-10 09:27:00,Sender details 324,Receiver details 324,SENDER_ACC_1031,RECEIVER_ACC_2000,REF_324,5402,108.04,EUR,transfer,10,2,2026,1,9,XK,AL
Bank_1,Bank_9,2026-02-13 17:02:00,Sender details 325,Receiver details 325,SENDER_ACC_1041,RECEIVER_ACC_2041,REF_325,639,12.78,EUR,transfer,13,2,2026,4,17,IT,XK
Bank_9,Bank_3,2026-02-14 09:42:00,Sender details 326,Receiver details 326,SENDER_ACC_1038,RECEIVER_ACC_2083,REF_326,3661,73.22,EUR,cash,14,2,2026,5,9,FR,IT
Bank_10,Bank_6,2026-02-14 10:19:00,Sender details 327,Receiver details 327,SENDER_ACC_1022,RECEIVER_ACC_2099,REF_327,5010,100.2,EUR,cash,14,2,2026,5,10,FR,AL
Bank_10,Bank_7,2026-02-18 15:50:00,Sender details 328,Receiver details 328,SENDER_ACC_1035,RECEIVER_ACC_2094,REF_328,863,17.26,EUR,transfer,18,2,2026,2,15,FR,DE
Bank_7,Bank_1,2026-02-04 11:06:00,Sender details 329,Receiver details 329,SENDER_ACC_1050,RECEIVER_ACC_2006,REF_329,428,8.56,EUR,cash,4,2,2026,2,11,DE,AL
Bank_7,Bank_3,2026-02-20 11:55:00,Sender details 330,Receiver details 330,SENDER_ACC_1068,RECEIVER_ACC_2044,REF_330,4398,87.96,EUR,cash,20,2,2026,4,11,XK,AL
Bank_9,Bank_5,2026-02-01 13:18:00,Sender details 331,Receiver details 331,SENDER_ACC_1087,RECEIVER_ACC_2065,REF_331,2005,40.1,EUR,cash,1,2,2026,6,13,IT,AL
Bank_5,Bank_8,2026-02-15 17:41:00,Sender details 332,Receiver details 332,SENDER_ACC_1090,RECEIVER_ACC_2084,REF_332,787,15.74,EUR,transfer,15,2,2026,6,17,AL,FR
Bank_4,Bank_3,2026-02-18 08:08:00,Sender details 333,Receiver details 333,SENDER_ACC_1037,RECEIVER_ACC_2001,REF_333,1566,31.32,EUR,international,18,2,2026,2,8,IT,IT
Bank_1,Bank_7,2026-02-01 15:14:00,Sender details 334,Receiver details 334,SENDER_ACC_1081,RECEIVER_ACC_2010,REF_334,2210,44.2,EUR,cash,1,2,2026,6,15,XK,IT
Bank_8,Bank_4,2026-02-09 10:41:00,Sender details 335,Receiver details 335,SENDER_ACC_1002,RECEIVER_ACC_2032,REF_335,1456,29.12,EUR,cash,9,2,2026,0,10,IT,XK
Bank_5,Bank_3,2026-02-01 11:16:00,Sender details 336,Receiver details 336,SENDER_ACC_1039,RECEIVER_ACC_2082,REF_336,3280,65.6,EUR,transfer,1,2,2026,6,11,XK,XK
Bank_3,Bank_7,2026-02-06 18:02:00,Sender details 337,Receiver details 337,SENDER_ACC_1008,RECEIVER_ACC_2091,REF_337,1693,33.86,EUR,international,6,2,2026,4,18,FR,IT
Bank_8,Bank_8,2026-02-10 09:14:00,Sender details 338,Receiver details 338,SENDER_ACC_1004,RECEIVER_ACC_2081,REF_338,698,13.96,EUR,cash,10,2,2026,1,9,AL,XK
Bank_2,Bank_1,2026-02-13 08:02:00,Sender details 339,Receiver details 339,SENDER_ACC_1017,RECEIVER_ACC_2046,REF_339,163,3.26,EUR,international,13,2,2026,4,8,FR,AL
Bank_3,Bank_9,2026-02-10 09:35:00,Sender details 340,Receiver details 340,SENDER_ACC_1074,RECEIVER_ACC_2019,REF_340,5568,111.36,EUR,cash,10,2,2026,1,9,FR,DE
Bank_7,Bank_1,2026-02-18 17:19:00,Sender details 341,Receiver details 341,SENDER_ACC_1067,RECEIVER_ACC_2079,REF_341,6591,131.82,EUR,cash,18,2,2026,2,17,AL,IT
Bank_5,Bank_9,2026-02-18 18:37:00,Sender details 342,Receiver details 342,SENDER_ACC_1068,RECEIVER_ACC_2036,REF_342,615,12.3,EUR,transfer,18,2,2026,2,18,AL,DE
Bank_8,Bank_2,2026-02-18 11:02:00,Sender details 343,Receiver details 343,SENDER_ACC_1009,RECEIVER_ACC_2011,REF_343,824,16.48,EUR,cash,18,2,2026,2,11,XK,IT
Bank_3,Bank_3,2026-02-10 13:50:00,Sender details 344,Receiver details 344,SENDER_ACC_1069,RECEIVER_ACC_2015,REF_344,3179,63.58,EUR,transfer,10,2,2026,1,13,XK,IT
Bank_6,Bank_2,2026-02-11 12:01:00,Sender details 345,Receiver details 345,SENDER_ACC_1038,RECEIVER_ACC_2049,REF_345,55,1.1,EUR,cash,11,2,2026,2,12,XK,FR
Bank_4,Bank_5,2026-02-13 14:21:00,Sender details 346,Receiver details 346,SENDER_ACC_1070,RECEIVER_ACC_2086,REF_346,5157,103.14,EUR,cash,13,2,2026,4,14,XK,XK
Bank_4,Bank_4,2026-02-04 11:34:00,Sender details 347,Receiver details 347,SENDER_ACC_1016,RECEIVER_ACC_2039,REF_347,4719,94.38,EUR,cash,4,2,2026,2,11,AL,DE
Bank_9,Bank_5,2026-02-16 11:55:00,Sender details 348,Receiver details 348,SENDER_ACC_1031,RECEIVER_ACC_2013,REF_348,850,17.0,EUR,transfer,16,2,2026,0,11,AL,AL
Bank_4,Bank_4,2026-02-08 10:14:00,Sender details 349,Receiver details 349,SENDER_ACC_1064,RECEIVER_ACC_2049,REF_349,1138,22.76,EUR,international,8,2,2026,6,10,AL,FR
Bank_2,Bank_2,2026-02-11 14:11:00,Sender details 350,Receiver details 350,SENDER_ACC_1024,RECEIVER_ACC_2023,REF_350,5808,116.16,EUR,international,11,2,2026,2,14,IT,IT
Bank_7,Bank_5,2026-02-10 14:42:00,Sender details 351,Receiver details 351,SENDER_ACC_1071,RECEIVER_ACC_2066,REF_351,6675,133.5,EUR,transfer,10,2,2026,1,14,IT,FR
Bank_9,Bank_8,2026-02-12 16:25:00,Sender details 352,Receiver details 352,SENDER_ACC_1090,RECEIVER_ACC_2071,REF_352,2792,55.84,EUR,cash,12,2,2026,3,16,DE,FR
Bank_7,Bank_6,2026-02-12 12:10:00,Sender details 353,Receiver details 353,SENDER_ACC_1073,RECEIVER_ACC_2071,REF_353,5106,102.12,EUR,transfer,12,2,2026,3,12,IT,XK
Bank_10,Bank_5,2026-02-14 16:08:00,Sender details 354,Receiver details 354,SENDER_ACC_1011,RECEIVER_ACC_2060,REF_354,1344,26.88,EUR,international,14,2,2026,5,16,FR,FR
Bank_9,Bank_4,2026-02-07 11:41:00,Sender details 355,Receiver details 355,SENDER_ACC_1004,RECEIVER_ACC_2083,REF_355,271,5.42,EUR,cash,7,2,2026,5,11,FR,AL
Bank_2,Bank_6,2026-02-21 14:21:00,Sender details 356,Receiver details 356,SENDER_ACC_1031,RECEIVER_ACC_2064,REF_356,1077,21.54,EUR,international,21,2,2026,5,14,FR,FR
Bank_10,Bank_7,2026-02-05 10:52:00,Sender details 357,Receiver details 357,SENDER_ACC_1024,RECEIVER_ACC_2074,REF_357,5045,100.9,EUR,international,5,2,2026,3,10,FR,XK
Bank_9,Bank_2,2026-02-12 14:39:00,Sender details 358,Receiver details 358,SENDER_ACC_1013,RECEIVER_ACC_2021,REF_358,1862,37.24,EUR,transfer,12,2,2026,3,14,DE,XK
Bank_10,Bank_5,2026-02-18 17:01:00,Sender details 359,Receiver details 359,SENDER_ACC_1081,RECEIVER_ACC_2001,REF_359,4960,99.2,EUR,international,18,2,2026,2,17,XK,DE
Bank_8,Bank_9,2026-02-17 11:34:00,Sender details 360,Receiver details 360,SENDER_ACC_1019,RECEIVER_ACC_2098,REF_360,3852,77.04,EUR,international,17,2,2026,1,11,FR,AL
Bank_8,Bank_4,2026-02-04 14:29:00,Sender details 361,Receiver details 361,SENDER_ACC_1008,RECEIVER_ACC_2035,REF_361,180,3.6,EUR,transfer,4,2,2026,2,14,DE,AL
Bank_6,Bank_7,2026-02-05 13:31:00,Sender details 362,Receiver details 362,SENDER_ACC_1093,RECEIVER_ACC_2082,REF_362,946,18.92,EUR,cash,5,2,2026,3,13,IT,AL
Bank_5,Bank_9,2026-02-17 09:58:00,Sender details 363,Receiver details 363,SENDER_ACC_1002,RECEIVER_ACC_2010,REF_363,1332,26.64,EUR,international,17,2,2026,1,9,DE,FR
Bank_1,Bank_3,2026-02-03 11:30:00,Sender details 364,Receiver details 364,SENDER_ACC_1002,RECEIVER_ACC_2054,REF_364,844,16.88,EUR,cash,3,2,2026,1,11,AL,FR
Bank_6,Bank_2,2026-02-14 12:33:00,Sender details 365,Receiver details 365,SENDER_ACC_1002,RECEIVER_ACC_2046,REF_365,217,4.34,EUR,transfer,14,2,2026,5,12,FR,IT
Bank_3,Bank_9,2026-02-02 15:21:00,Sender details 366,Receiver details 366,SENDER_ACC_1063,RECEIVER_ACC_2018,REF_366,2395,47.9,EUR,international,2,2,2026,0,15,AL,IT
Bank_2,Bank_4,2026-02-11 15:08:00,Sender details 367,Receiver details 367,SENDER_ACC_1047,RECEIVER_ACC_2073,REF_367,1015,20.3,EUR,transfer,11,2,2026,2,15,IT,IT
Bank_10,Bank_10,2026-02-01 16:16:00,Sender details 368,Receiver details 368,SENDER_ACC_1024,RECEIVER_ACC_2007,REF_368,4815,96.3,EUR,international,1,2,2026,6,16,IT,IT
Bank_2,Bank_6,2026-02-12 08:31:00,Sender details 369,Receiver details 369,SENDER_ACC_1036,RECEIVER_ACC_2013,REF_369,4665,93.3,EUR,international,12,2,2026,3,8,XK,FR
Bank_4,Bank_2,2026-02-11 16:15:00,Sender details 370,Receiver details 370,SENDER_ACC_1051,RECEIVER_ACC_2019,REF_370,5684,113.68,EUR,cash,11,2,2026,2,16,FR,DE
Bank_2,Bank_6,2026-02-19 14:46:00,Sender details 371,Receiver details 371,SENDER_ACC_1031,RECEIVER_ACC_2022,REF_371,147,2.94,EUR,cash,19,2,2026,3,14,FR,AL
Bank_6,Bank_3,2026-02-09 14:56:00,Sender details 372,Receiver details 372,SENDER_ACC_1077,RECEIVER_ACC_2045,REF_372,1887,37.74,EUR,cash,9,2,2026,0,14,XK,XK
Bank_6,Bank_2,2026-02-05 11:07:00,Sender details 373,Receiver details 373,SENDER_ACC_1043,RECEIVER_ACC_2055,REF_373,1056,21.12,EUR,transfer,5,2,2026,3,11,IT,IT
Bank_9,Bank_10,2026-02-14 16:57:00,Sender details 374,Receiver details 374,SENDER_ACC_1053,RECEIVER_ACC_2009,REF_374,6072,121.44,EUR,transfer,14,2,2026,5,16,DE,DE
Bank_8,Bank_1,2026-02-08 09:22:00,Sender details 375,Receiver details 375,SENDER_ACC_1019,RECEIVER_ACC_2056,REF_375,5605,112.1,EUR,transfer,8,2,2026,6,9,FR,XK
Bank_5,Bank_5,2026-02-01 12:01:00,Sender details 376,Receiver details 376,SENDER_ACC_1000,RECEIVER_ACC_2075,REF_376,487,9.74,EUR,international,1,2,2026,6,12,AL,AL
Bank_8,Bank_5,2026-02-16 17:58:00,Sender details 377,Receiver details 377,SENDER_ACC_1004,RECEIVER_ACC_2080,REF_377,1198,23.96,EUR,transfer,16,2,2026,0,17,FR,XK
Bank_10,Bank_4,2026-02-12 15:43:00,Sender details 378,Receiver details 378,SENDER_ACC_1099,RECEIVER_ACC_2002,REF_378,5967,119.34,EUR,cash,12,2,2026,3,15,DE,DE
Bank_5,Bank_1,2026-02-16 13:27:00,Sender details 379,Receiver details 379,SENDER_ACC_1049,RECEIVER_ACC_2089,REF_379,2786,55.72,EUR,cash,16,2,2026,0,13,XK,AL
Bank_9,Bank_9,2026-02-11 16:18:00,Sender details 380,Receiver details 380,SENDER_ACC_1020,RECEIVER_ACC_2060,REF_380,1577,31.54,EUR,cash,11,2,2026,2,16,FR,AL
Bank_4,Bank_2,2026-02-01 15:38:00,Sender details 381,Receiver details 381,SENDER_ACC_1066,RECEIVER_ACC_2008,REF_381,957,19.14,EUR,transfer,1,2,2026,6,15,FR,DE
Bank_10,Bank_9,2026-02-11 11:57:00,Sender details 382,Receiver details 382,SENDER_ACC_1050,RECEIVER_ACC_2003,REF_382,2939,58.78,EUR,cash,11,2,2026,2,11,DE,FR
Bank_5,Bank_8,2026-02-18 12:10:00,Sender details 383,Receiver details 383,SENDER_ACC_1037,RECEIVER_ACC_2012,REF_383,3022,60.44,EUR,cash,18,2,2026,2,12,AL,FR
Bank_10,Bank_9,2026-02-03 13:05:00,Sender details 384,Receiver details 384,SENDER_ACC_1059,RECEIVER_ACC_2024,REF_384,538,10.76,EUR,cash,3,2,2026,1,13,AL,XK
Bank_8,Bank_1,2026-02-13 16:43:00,Sender details 385,Receiver details 385,SENDER_ACC_1078,RECEIVER_ACC_2082,REF_385,3882,77.64,EUR,transfer,13,2,2026,4,16,IT,XK
Bank_5,Bank_5,2026-02-21 14:01:00,Sender details 386,Receiver details 386,SENDER_ACC_1007,RECEIVER_ACC_2078,REF_386,2330,46.6,EUR,cash,21,2,2026,5,14,FR,IT
Bank_2,Bank_8,2026-02-17 12:24:00,Sender details 387,Receiver details 387,SENDER_ACC_1084,RECEIVER_ACC_2032,REF_387,4373,87.46,EUR,transfer,17,2,2026,1,12,XK,XK
Bank_5,Bank_9,2026-02-03 14:22:00,Sender details 388,Receiver details 388,SENDER_ACC_1081,RECEIVER_ACC_2009,REF_388,4354,87.08,EUR,international,3,2,2026,1,14,XK,IT
Bank_1,Bank_1,2026-02-08 18:33:00,Sender details 389,Receiver details 389,SENDER_ACC_1059,RECEIVER_ACC_2097,REF_389,5599,111.98,EUR,cash,8,2,2026,6,18,AL,DE
Bank_4,Bank_5,2026-02-04 12:04:00,Sender details 390,Receiver details 390,SENDER_ACC_1078,RECEIVER_ACC_2029,REF_390,5751,115.02,EUR,cash,4,2,2026,2,12,DE,XK
Bank_4,Bank_10,2026-02-14 13:05:00,Sender details 391,Receiver details 391,SENDER_ACC_1044,RECEIVER_ACC_2075,REF_391,3601,72.02,EUR,cash,14,2,2026,5,13,DE,XK
Bank_3,Bank_10,2026-02-14 10:57:00,Sender details 392,Receiver details 392,SENDER_ACC_1033,RECEIVER_ACC_2068,REF_392,4074,81.48,EUR,international,14,2,2026,5,10,XK,DE
Bank_6,Bank_2,2026-02-18 16:06:00,Sender details 393,Receiver details 393,SENDER_ACC_1016,RECEIVER_ACC_2002,REF_393,1126,22.52,EUR,international,18,2,2026,2,16,IT,FR
Bank_8,Bank_1,2026-02-11 13:00:00,Sender details 394,Receiver details 394,SENDER_ACC_1069,RECEIVER_ACC_2016,REF_394,5138,102.76,EUR,international,11,2,2026,2,13,AL,IT
Bank_7,Bank_1,2026-02-14 14:44:00,Sender details 395,Receiver details 395,SENDER_ACC_1022,RECEIVER_ACC_2065,REF_395,4971,99.42,EUR,transfer,14,2,2026,5,14,AL,FR
Bank_6,Bank_6,2026-02-10 18:14:00,Sender details 396,Receiver details 396,SENDER_ACC_1085,RECEIVER_ACC_2031,REF_396,2089,41.78,EUR,transfer,10,2,2026,1,18,AL,FR
Bank_9,Bank_9,2026-02-20 11:47:00,Sender details 397,Receiver details 397,SENDER_ACC_1019,RECEIVER_ACC_2092,REF_397,6590,131.8,EUR,transfer,20,2,2026,4,11,IT,FR
Bank_7,Bank_4,2026-02-16 12:31:00,Sender details 398,Receiver details 398,SENDER_ACC_1013,RECEIVER_ACC_2042,REF_398,5240,104.8,EUR,transfer,16,2,2026,0,12,XK,IT
Bank_6,Bank_8,2026-02-07 10:04:00,Sender details 399,Receiver details 399,SENDER_ACC_1022,RECEIVER_ACC_2012,REF_399,6338,126.76,EUR,cash,7,2,2026,5,10,AL,FR
Bank_9,Bank_1,2026-02-02 14:01:00,Sender details 400,Receiver details 400,SENDER_ACC_1069,RECEIVER_ACC_2007,REF_400,1293,25.86,EUR,international,2,2,2026,0,14,XK,DE
Bank_2,Bank_10,2026-02-20 16:19:00,Sender details 401,Receiver details 401,SENDER_ACC_1040,RECEIVER_ACC_2002,REF_401,5348,106.96,EUR,cash,20,2,2026,4,16,XK,AL
Bank_7,Bank_4,2026-02-16 16:24:00,Sender details 402,Receiver details 402,SENDER_ACC_1077,RECEIVER_ACC_2068,REF_402,5644,112.88,EUR,transfer,16,2,2026,0,16,FR,IT
